Sun Jul  5 22:11:38 2026    profile.prof

         5343471 function calls (5336900 primitive calls) in 66.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       48    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1464(_getints)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1826(parse_known_args)
       15    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:4453(get_children)
       36    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1194(set_position)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\markers.py:756(_set_tickleft)
       33    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\ntpath.py:203(splitext)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:1714(nonsingular)
      333    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
        2    0.001    0.000    0.001    0.000 {built-in method nt.mkdir}
       10    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        3    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedRandom' objects}
       66    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\backend_agg.py:41(get_hinting_flag)
      913    0.001    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:670(__new__)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:156(_get_draw_artists)
      303    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\__init__.py:1354(_val_or_rc)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:237(__array__)
       27    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:2477(any)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1865(_parse_known_args)
       60    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\lib\_stride_tricks_impl.py:413(_broadcast_shape)
       33    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:701(_get_shared_axes)
       33    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2318(blended_transform_factory)
      195    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2591(get_matrix)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:1(<module>)
       27    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PngImagePlugin.py:1027(load_end)
       36    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:366(bounds)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:2599(update_datalim)
      108    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2028(translate)
       36    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:1984(scale_range)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:3193(new)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:123(__init__)
       33    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:1015(set_alpha)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:1989(_switch_canvas_and_return_print_method)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1594(transform_path)
      180    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1205(set_x)
       99    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:1085(set_drawstyle)
       44    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:189(__next__)
  423/231    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2401(<lambda>)
     1728    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:762(get_size)
     1050    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       88    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1347(_path_importer_cache)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\lib\_version.py:55(__init__)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:746(_get_transformed_path)
       48    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1833(frozen)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:2464(_update_offset_text_position)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:239(_get_xy_display)
       12    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1711(__eq__)
      270    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2121(transform)
       58    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\pathlib.py:619(__str__)
  144/132    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\spines.py:203(_ensure_position_is_set)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:389(_get_text1_transform)
       21    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:1715(safe_isfinite)
       12    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2157(__eq__)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1305(__init__)
       41    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:71(__init__)
       12    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1058(set)
      120    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:605(_axis_map)
       39    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:377(set_edgecolor)
       54    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:3618(round)
       99    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:1231(set_markeredgecolor)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\shutil.py:1334(get_terminal_size)
      770    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       44    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:77(get_token)
        3    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\backend_agg.py:268(clear)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:731(_transform_path)
     1626    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:733(get_style)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:2095(_validate_steps)
    54/24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2385(_iter_break_from_left_to_right)
     1192    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       27    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:89(_wrapreduction_any_all)
       39    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2559(_setup)
      135    0.001    0.000    0.001    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.001    0.001    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:56(CSVFormatter)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\typing.py:2232(__new__)
       21    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1161(winfo_pixels)
      462    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1275(set_text)
       99    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:1423(set_dash_capstyle)
        7    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1933(consume_optional)
       56    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        2    0.001    0.000    0.001    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      369    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:643(im)
      105    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:298(set_rotation_mode)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:2910(_wait_cursor_for_draw_cm)
      126    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:246(fix_minus)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\managers.py:1791(_consolidate_check)
     2033    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\typing.py:2212(_make_nmtuple)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexes\base.py:6740(_validate_indexer)
     2032    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1702(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:992(get_xaxis_text1_transform)
       39    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:362(_set_edgecolor)
      852    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1927(get_matrix)
       42    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:657(destroy)
       36    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\managers.py:1797(<listcomp>)
      162    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:633(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\spines.py:306(set_position)
       51    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:88(__setitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:928(_set_lim_and_transforms)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:1967(<genexpr>)
       54    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1679(cget)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2276(__init__)
      108    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2209(<lambda>)
      112    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\pathlib.py:147(splitroot)
      255    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_axes.py:2272(_convert_dx)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\ImageFile.py:188(__exit__)
       75    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\path.py:162(_fast_from_codes_and_verts)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\_asarray.py:27(require)
       57    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\_util.py:12(is_path)
